family,canonical_name,dog_base_severity,cat_base_severity,occurrence_count
poultry_digest,poultry_digest,caution,caution,2
poultry_fat,poultry_fat,caution,caution,43
poultry_giblets,poultry_giblets,neutral,neutral,13
poultry_heart,poultry_heart,caution,caution,7
poultry_liver,poultry_liver,caution,caution,19
poultry_meal,poultry_meal,caution,caution,5
poultry_protein,poultry_protein,neutral,neutral,5
powered_cellulose,powered_cellulose,neutral,neutral,1
prawn,prawn,neutral,neutral,4
prawns,prawns,neutral,neutral,3
prebiotic/probiotic_blend,prebiotic/probiotic_blend,neutral,neutral,1
preservative,preservative,neutral,neutral,10
preservatives,preservatives,neutral,neutral,2
preserved_with,preserved_with_mixed_tocopherols,neutral,neutral,169
preserved_with,preserved_with_mixed_tocopherols_and_citric_acid,neutral,neutral,64
preserved_with,preserved_with_lactic_acid_and_mixed_tocopherols,neutral,neutral,7
preserved_with,preserved_with_citric_acid,neutral,neutral,4
preserved_with,preserved_with_citric_acid_and_mixed_tocopherols,neutral,neutral,4
preserved_with,preserved_with_lactic_acid,neutral,neutral,2
preserved_with,preserved_with_mixed_tocopherolschicken:chicken,neutral,neutral,1
preserved_with,preserved_with_mixed_tocophersols,neutral,neutral,1
preserved_with,preserved_with_mixed_tocopherols_fishshrimpfish,neutral,neutral,1
pressed_tomato,pressed_tomato,neutral,neutral,1
pretzel_flavor,pretzel_flavor,neutral,neutral,2
primary_dried,primary_dried_yeast,neutral,neutral,1
prime_rib,prime_rib_flavor,neutral,neutral,5
prime_rib,prime_rib_flavor_with_other_natural_flavors,neutral,neutral,1
prime_rib,prime_rib_beef_flavor,neutral,neutral,1
probiotic,lactobacillus_acidophilus,neutral,neutral,377
probiotic,enterococcus_faecieum,neutral,neutral,310
probiotic,bacillus_coagulans,good,good,277
probiotic,bacillus_subtilis,good,good,256
probiotic,lactobacillus_casei,neutral,neutral,159
probiotic,lactobacillus_plantarum_fermentation_product,neutral,neutral,116
probiotic,bifidobacterium_animalis_fermentation_product,neutral,neutral,111
probiotic,aspergillus_oryzae,good,good,92
probiotic,aspergillus_niger_fermentation_extract,good,good,77
probiotic,bacillus_licheniformis_fermentation_product,good,good,68
probiotic,bifidobacterium_longum_fermentation_product,neutral,neutral,45
probiotic,pediococcus_acidilactici_fermentation_product,neutral,neutral,41
probiotic,lactobacillus_reuteri_fermentation_product,neutral,neutral,26
probiotic,bifidobacterium_bifidum_fermentation_product,neutral,neutral,24
probiotic,aspergillus_niger_fermentation_product,good,good,23
probiotic,lactobacillus_acidophilus_fermentation_product,neutral,neutral,20
probiotic,lactobacillus_acidophilus_fermentation_product_dehydrated,neutral,neutral,19
probiotic,bacillus_coagulans_fermentation_product,good,good,17
probiotic,lactobacillus_lactis_fermentation_product,neutral,neutral,15
probiotic,lactobacillus_casei_fermentation_product,neutral,neutral,14
probiotic,bifidobacterium_thermophilum_fermentation_product,neutral,neutral,10
probiotic,enterococcus_faecium_fermentation_product,neutral,neutral,10
probiotic,bacillus_amyloliquefaciens_fermentation_product,neutral,neutral,10
probiotic,lactobacillus_delbrueckii_fermentation_product,neutral,neutral,8
probiotic,bacillus_subtilis_fermentation_product,neutral,neutral,7
probiotic,bacillus_subtillis_fermentation_product,neutral,neutral,6
probiotic,lactobacillus_fermentum_fermentation_product,neutral,neutral,6
probiotic,aspergillus_oryzae_fermentation_product,neutral,neutral,5
probiotic,liquid_lactobacillus_acidophilus_fermentation_product,neutral,neutral,5
probiotic,liquid_lactobacillus_casei_fermentation_product,neutral,neutral,5
probiotic,liquid_lactobacillus_reuteri_fermentation_product,neutral,neutral,5
probiotic,liquid_bifidobacterium_animalis_fermentation_product,neutral,neutral,5
probiotic,lactobacillus_pantarum_fermentation_product,neutral,neutral,3
probiotic,saccharomyces_cerevisiae_yeast_culture,neutral,neutral,2
probiotic,enterococcus_fecium_fermentation_product,neutral,neutral,2
probiotic,lactobacillus_plantarum_fermentation_extract,neutral,neutral,2
probiotic,lactobacillus_paracasei_fermentation_product,neutral,neutral,2
probiotic,bifidobacterium_fermentation_product,neutral,neutral,2
probiotic,bacillus_licheninformis_fermentation_product,neutral,neutral,2
probiotic,lactobacillus_lactis,neutral,neutral,1
probiotic,and_lactobacillus_casei_fermentation_solubles,neutral,neutral,1
probiotic,bacillus_coagulans_fermentation_productsalmon,neutral,neutral,1
probiotic,and_dried_bacillus_licheniformis_fermentation_product,neutral,neutral,1
probiotic,lactobacillus_acidophillus_fermentation_product,neutral,neutral,1
probiotic,saccharomyces_cerevisiae_extract,neutral,neutral,1
probiotic,lactobacillus_extract,neutral,neutral,1
probiotic,saccharomyces_cerevesiae_fermentation_solubles,neutral,neutral,1
probiotic,lactobacillus_pantarum,neutral,neutral,1
probiotic,bifidobacterium_animalis_fermaentation_product,neutral,neutral,1
probiotic,bacillus_subtilus_fermentation_extract,neutral,neutral,1
probiotic,lactobacillus_fermentation_product,neutral,neutral,1
probiotic,enterococcus_faecium_fermentati_on_product,neutral,neutral,1
probiotic,bifidobacterium_animalis_fermentaion_product,neutral,neutral,1
probiotic,aspergillus_oryzae_fermenation_extract,neutral,neutral,1
probiotic,saccharomyces_cerevisiae_fermentation_product,neutral,neutral,1
probiotic,bifidobacterium_bifidium_fermentation_product,neutral,neutral,1
probiotic,lactobacillus_acidophilus_fermentation,neutral,neutral,1
probiotic,lactobacillus,neutral,neutral,1
probiotic,bacillus_coagulans_fermentation,neutral,neutral,1
probiotic,lactobacillus_reuteri_fermentation,neutral,neutral,1
probiotic,bifidobacterium_longum,neutral,neutral,1
probiotic,bacillus_coagulans_fermentation_product_upcycled,neutral,neutral,1
probiotic,bacillus_coagulans_fermentation_productduck,neutral,neutral,1
probiotics,probiotics,neutral,neutral,11
propionibacterium_freudenreichii,propionibacterium_freudenreichii_fermentation_product,neutral,neutral,2
propionic_acid,propionic_acid,neutral,neutral,4
proprionibacterium_freudenreichii,proprionibacterium_freudenreichii_fermentation_product,neutral,neutral,1
propylparaben,propylparaben,neutral,neutral,1
protein_beef,beef,good,good,789
protein_beef,beef_liver,neutral,neutral,202
protein_beef,beef_fat,neutral,neutral,164
protein_beef,beef_broth,neutral,neutral,147
protein_beef,beef_lung,neutral,neutral,89
protein_beef,beef_meal,neutral,neutral,73
protein_beef,beef_kidney,neutral,neutral,63
protein_beef,beef_bone_broth,neutral,neutral,42
protein_beef,beef_heart,neutral,neutral,38
protein_beef,beef_tripe,neutral,neutral,34
protein_chicken,chicken,good,good,2840
protein_egg,dried_egg,good,good,588
protein_egg,egg,good,good,439
proteinate,proteinate,neutral,neutral,3
proteinrich_,proteinrich__rawhidefree_crafted_from_freerange,neutral,neutral,1
providing_excellent,providing_excellent_nutrition_for_strong_muscles,neutral,neutral,1
pryidoxine,pryidoxine_hydrochloride,neutral,neutral,4
pryridoxine,pryridoxine_hydrochloride,neutral,neutral,1
psyllium_husks,psyllium_husks_and_seeds,neutral,neutral,1
psyllium_seed,psyllium_seed_husk,neutral,neutral,68
psyllium_seed,psyllium_seed_husks,neutral,neutral,4
pumpin,pumpin,neutral,neutral,1
pumpkin_1.0%,pumpkin_1.0%,good,good,2
pumpkin_flavor,pumpkin_flavor,good,good,1
pumpkin_juice,pumpkin_juice,good,good,1
pumpkin_meal,pumpkin_meal,good,good,3
pumpkin_powder,pumpkin_powder,good,good,3
pumpkin_puree,pumpkin_puree,good,good,4
pumpkin_seed,pumpkin_seed,good,good,41
pumpkin_seed,pumpkin_seed_flour,good,good,9
pumpkin_seeds,pumpkin_seeds,good,good,50
pumpkinseeds,pumpkinseeds,neutral,neutral,17
pure_pumpkin,pure_pumpkin,neutral,neutral,2
pure_seed,pure_seed,neutral,neutral,1
pure_vegetable,pure_vegetable_glycerin,neutral,neutral,3
purified_chicken,purified_chicken_fat,neutral,neutral,1
purple_potatoes,purple_potatoes,neutral,neutral,18
purple_sweet,purple_sweet_potato,neutral,neutral,1
purple_sweet,purple_sweet_potato_powder,neutral,neutral,1
pyri_doxine,pyri_doxine_hydrochloride,neutral,neutral,1
pyridixoine,pyridixoine_hydrochloride,neutral,neutral,1
pyridoxine,pyridoxine_hydrocholoride,neutral,neutral,11
pyridoxine,pyridoxine_hydrochloride_vitamin_d3,neutral,neutral,2
pyridoxine,pyridoxine_hydrocloride,neutral,neutral,1
pyridoxine,pyridoxine_hydriochloride,neutral,neutral,1
pyridoxine,pyridoxine_hydrochoride,neutral,neutral,1
pyridroxine,pyridroxine_hydrochloride,neutral,neutral,1
quail,quail,good,good,16
quail_egg,quail_egg,neutral,neutral,7
quinoa_2%,quinoa_2%,neutral,neutral,1
quinoa_seed,quinoa_seed,neutral,neutral,5
rabbit,rabbit,good,good,32
rabbit_kidney,rabbit_kidney,neutral,neutral,3
rabbit_liver,rabbit_liver,neutral,neutral,5
rabbit_lung,rabbit_lung,neutral,neutral,3
rabbit_meal,rabbit_meal,neutral,neutral,6
rabbit_meat,rabbit_meat,neutral,neutral,1
rabbit_with,rabbit_with_ground_bone,neutral,neutral,1
rainbow_tout,rainbow_tout,neutral,neutral,1
rainbow_trout,rainbow_trout,neutral,neutral,10
raspberries,raspberries,neutral,neutral,33
rawhide,rawhide,neutral,neutral,18
rawhide_free,rawhide_free,neutral,neutral,1
read_sedge,read_sedge_peat,neutral,neutral,2
real_chicken,real_chicken,neutral,neutral,1
recognizable_ingredients,recognizable_ingredients,neutral,neutral,1
red_#3,red_#3,caution,caution,27
red_#40,red_#40,caution,caution,167
red_3.,red_3._d_6742,danger,danger,1
red_3.,red_3._water_sufficient_for_processing,danger,danger,1
red_40,red_40_lake,caution,caution,15
red_beetroot,red_beetroot_powder,neutral,neutral,2
red_bell,red_bell_peppers,neutral,neutral,6
red_bell,red_bell_pepper,neutral,neutral,4
red_bigeye,red_bigeye,neutral,neutral,2
red_cabbage,red_cabbage_powder,neutral,neutral,2
red_peppers,red_peppers,neutral,neutral,5
red_rice,red_rice,neutral,neutral,2
redfish,redfish,neutral,neutral,3
reed_sedge,reed_sedge_peat,neutral,neutral,6
refined_sunflower,refined_sunflower_oil,neutral,neutral,1
reishi,reishi,neutral,neutral,8
reserved_with,reserved_with_mixed_tocopherols_and_citric_acid,neutral,neutral,1
retinol_palmitate,retinol_palmitate,neutral,caution,2
rhizopus_oryzae,rhizopus_oryzae_fermentation_product,neutral,neutral,5
rhizopus_oryzae,rhizopus_oryzae_fermentation_extract,neutral,neutral,1
ribeye_flavor,ribeye_flavor,neutral,neutral,2
ribeye_steak,ribeye_steak_flavor,neutral,neutral,1
riboavin,riboavin,neutral,neutral,3
riboflavin,riboflavin,neutral,neutral,6
riboflavin,riboflavin_supplemen,neutral,neutral,1
riboflavin,riboflavin_supplement_dcalcium_pantothenate,neutral,neutral,1
rice_5%,rice_5%,neutral,neutral,1
rice_bran,rice_bran,neutral,neutral,76
rice_bran,rice_bran_oil,neutral,neutral,3
rice_flour,rice_flour,neutral,neutral,195
rice_hulls,rice_hulls,neutral,neutral,5
rice_middlings,rice_middlings,neutral,neutral,3
rice_noodle,rice_noodle,neutral,neutral,1
rice_pasta,rice_pasta,neutral,neutral,3
rice_pea,rice_pea_protein,neutral,neutral,1
rice_polishings,rice_polishings,neutral,neutral,2
rice_protein,rice_protein_concentrate,neutral,neutral,3
rice_protein,rice_protein,neutral,neutral,1
rice_starch,rice_starch,neutral,neutral,40
rice_syrup,rice_syrup,neutral,neutral,9
rich_in,rich_in_epa/dha,neutral,neutral,1
roast_beef,roast_beef_flavor,neutral,neutral,9
rockfish,rockfish,neutral,neutral,1
rolled_oats,rolled_oats,neutral,neutral,29
rolled_sticks,rolled_sticks,neutral,neutral,1
rose_hips,rose_hips,neutral,neutral,15
rosehips,rosehips,neutral,neutral,35
rosemart_extract,rosemart_extract,neutral,neutral,1
rosemary,oil_of_rosemary,neutral,neutral,127
rosemary,rosemary,neutral,neutral,116
rosemary,mixed_tocopherols_and_rosemary_extract,good,good,10
rosemary,and_rosemary_extract,neutral,neutral,10
rosemary,rosemary_extract._*rice_flour_is_an_upcycled_ingredient,good,good,2
rosemary,rosemary_contains_a_source_of_live,neutral,neutral,2
rosemary,rosemary_extract_probiotics,good,good,1
rosemary,preserved_with_mixed_tocopherols_&_oil_of_rosemary,neutral,neutral,1
rosemary,rosemary_oil,neutral,neutral,1
rosemary,rosemary_extract._**chicken_recipe_sticks:**_chicken,good,good,1
rosemary,rosemary_extract._**duck_recipe_sticks:**_duck,good,good,1
rosemary,rosemary_extract_*upcycled,good,good,1
rosemary,rosemary_powder,neutral,neutral,1
rosemary,rosemary__turmeric,neutral,neutral,1
rosemary,rosemary_extract._**lamb_recipe_sticks:**_lamb,good,good,1
rosemary,rosemary_extract._**salmon_recipe_sticks:**_salmon,good,good,1
rosmary_extract,rosmary_extract,neutral,neutral,1
rotisserie_chicken,rotisserie_chicken_flavor,neutral,neutral,12
rotisserie_chicken,rotisserie_chicken_flavor_with_other_natural_flavors,neutral,neutral,1
round_cup,round_cup_one,neutral,neutral,2
russet_potatoes,russet_potatoes,neutral,neutral,2
rutabaga,rutabaga,neutral,neutral,1
rye,rye,neutral,neutral,23
rye_flour,rye_flour,neutral,neutral,7
saower_oil,saower_oil,neutral,neutral,1
saba,saba,neutral,neutral,2
safflower_oil,safflower_oil,neutral,neutral,23
sage,sage,neutral,neutral,46
sage_extract,sage_extract,neutral,neutral,17
sale,sale,neutral,neutral,1
salmon_&,salmon_&_pumpkintuna,good,good,2
salmon_20%,salmon_20%,good,good,1
salmon_bone,salmon_bone_broth,good,good,1
salmon_broth,salmon_broth,good,good,50
salmon_by,salmon_by_product,neutral,neutral,3
salmon_by,salmon_by_products,neutral,neutral,1
salmon_flavor,salmon_flavor,good,good,32
salmon_hydrolysate,salmon_hydrolysate,good,good,2
salmon_pulp,salmon_pulp,good,good,1
salmon_recipe,salmon_recipe_with_scallop_flavor_x5_tubes_water,good,good,1
salmon_recipe,salmon_recipe_x10_tubes_water,good,good,1
salmon_recipe,salmon_recipe_x5_tubes_water,good,good,1
salmon_with,salmon_with_ground_bone,good,good,1
salt_0.1%,salt_0.1%,caution,caution,4
salt_and,salt_and_mixed_tocopherols,caution,caution,1
sardine,sardine,good,good,55
sardine_broth,sardine_broth,neutral,neutral,5
sardine_meal,sardine_meal,neutral,neutral,13
sardines,sardines,neutral,neutral,20
sardines_cutlets,sardines_cutlets,neutral,neutral,1
sarsaparilla,sarsaparilla,neutral,neutral,4
sarsaparilla_root,sarsaparilla_root,neutral,neutral,38
sausage_flavor,sausage_flavor,neutral,neutral,1
scallop,scallop,neutral,neutral,33
scallop_5%,scallop_5%,neutral,neutral,2
scallop_broth,scallop_broth,neutral,neutral,13
scallop_extract,scallop_extract,neutral,neutral,20
scallop_flavor,scallop_flavor,neutral,neutral,63
scallop_flavored,scallop_flavored_broth,neutral,neutral,3
scallops,scallops,neutral,neutral,1
scrambled_egg,scrambled_egg_and_sausage_flavor,neutral,neutral,1
sea_bass,sea_bass,neutral,neutral,1
sea_bream,sea_bream,neutral,neutral,1
sea_salt,sea_salt,caution,caution,65
seabass,seabass,neutral,neutral,4
seabass_broth,seabass_broth,neutral,neutral,1
seabream,seabream,neutral,neutral,2
seafood_flavor,seafood_flavor,neutral,neutral,1
seafood_proteins,seafood_proteins_cats_adore,neutral,neutral,1
selenium,selenium,good,good,2783
selenium,sodium_selenium,neutral,neutral,7
selenium,selenium_amino_acid_chelate,neutral,neutral,4
selenium,sodium_selenite_hearty_cuts_with_real_chicken__fish_in_gravy,caution,caution,2
selenium,sodium_selenite_sodium_carbonate,caution,caution,2
selenium,sodium_selenite_**_we_use_chelated_minerals_**,caution,caution,1
selenium,calcium_iodate_and_selenium_yeast,neutral,neutral,1
selenium,sodium_selenite_shredded_medley_with_roasted_chicken,caution,caution,1
selenium,sodium_selenite_and_calcium_iodate,caution,caution,1
selenium,selenium_premix,neutral,neutral,1
selenium,selenium_selenite,neutral,neutral,1
selenium,sodium_selenite_roasted_chicken,caution,caution,1
selenium,sodium_selenite_tender_chicken,caution,caution,1
selenium,sodium_selenite_hearty_cuts_with_real_beef__chicken_in_gravy,caution,caution,1
selenium,sodium_selenite_hearty_cuts_with_real_veal_in_gravy,caution,caution,1
selenium,sodium_selenite_riboflavin,caution,caution,1
sesame_oil,sesame_oil,neutral,neutral,1
sesame_seed,sesame_seed,neutral,neutral,2
sesame_seed,sesame_seed_oil,neutral,neutral,1
sesame_seeds,sesame_seeds,neutral,neutral,3
shiitake,shiitake,neutral,neutral,7
shiitake_mushroom,shiitake_mushroom,neutral,neutral,5
shiitake_mushroom,shiitake_mushroom_powder,neutral,neutral,2
shirasu,shirasu,neutral,neutral,1
shrimp,shrimp,neutral,neutral,99
shrimp_7%,shrimp_7%,neutral,neutral,1
shrimp_and,shrimp_and_whitefish,neutral,neutral,1
shrimp_broth,shrimp_broth,neutral,neutral,1
shrimp_flavored,shrimp_flavored_broth,neutral,neutral,3
shrimp_flavors,shrimp_flavors,neutral,neutral,1
shrimp_meal,shrimp_meal,neutral,neutral,11
shrimp_powder,shrimp_powder,neutral,neutral,1
silver_carp,silver_carp,neutral,neutral,2
silver_hake,silver_hake,neutral,neutral,2
silvervine,silvervine,neutral,neutral,1
simply_crafted,simply_crafted_beef,neutral,neutral,1
sinc,sinc_sulfate,neutral,neutral,1
single_ingredient,single_ingredient,neutral,neutral,1
skim_milk,skim_milk,neutral,neutral,14
skim_milk,skim_milk_powder,neutral,neutral,6
skimmed_milk,skimmed_milk,neutral,neutral,6
skipjack,skipjack,neutral,neutral,5
skipjack_tuna,skipjack_tuna,neutral,neutral,5
small_anchovy,small_anchovy,neutral,neutral,1
smoke_flavored,smoke_flavored_salmon,neutral,neutral,5
smoke_flavored,smoke_flavored_turkey,neutral,neutral,2
smoke_flavoring,smoke_flavoring,neutral,neutral,3
smoke_tbone,smoke_tbone_steak_flavor,neutral,neutral,1
snow_peas,snow_peas,neutral,neutral,1
so_definitely,so_definitely_not_“long_lasting”.still,neutral,neutral,1
sockeye_salmon,sockeye_salmon,neutral,neutral,1
sodium,sodium_carbonate,neutral,neutral,139
sodium,sodium_pyrophosphate,neutral,neutral,106
sodium,sodium_acid_pyrophosphate,neutral,neutral,78
sodium,sodium_propionate,neutral,neutral,68
sodium,sodium_caseinate,neutral,neutral,56
sodium,sodium_bisulfate,neutral,neutral,47
sodium,sodium_silico_aluminate,neutral,neutral,30
sodium,sodium_aluminosilicate,neutral,neutral,21
sodium,sodium_carboxymethylcellulose,neutral,neutral,18
sodium,sodium_metabisulfite,neutral,neutral,18
sodium,sodium_ascorbate,neutral,neutral,16
sodium,sodium_bicarbonate,neutral,neutral,12
sodium,sodium_citrate,neutral,neutral,9
sodium,menadione_sodium_bisulfite,caution,caution,9
sodium,sodium_phosphate_monobasic,neutral,neutral,8
sodium,sodium_erythorbate,neutral,neutral,6
sodium,and_sodium_molybdate,neutral,neutral,6
sodium,sodium_benzoate,neutral,neutral,5
sodium,sodium_chloride_0.1%,caution,caution,5
sodium,d_sodium_riboflavin_phosphate,neutral,neutral,5
sodium,sodium,neutral,neutral,4
sodium,menadione_sodium_bisulfate_complex,caution,caution,4
sodium,sodium_lactate,neutral,neutral,3
sodium,tetra_sodium_pyrophosphate,neutral,neutral,3
sodium,guar_gum_and_sodium_erythorbate,neutral,neutral,3
sodium,sodium_tripolyphophate,neutral,neutral,2
sodium,sodium_diacetate,neutral,neutral,2
sodium,sodium_pyrophophate,neutral,neutral,2
sodium,sodium_bilsulfate,neutral,neutral,2
sodium,menadion_sodium_bisulfite_complex,neutral,neutral,2
sodium,sodium_nitrate,neutral,neutral,1
sodium,sodium_triphosphate,neutral,neutral,1
sodium,menadione_sodium_bisulfite_complex._3___mackerel,caution,caution,1
sodium,sodium_erythrobate,neutral,neutral,1
sodium,menadione_sodium_bisulfite_complex._2___chicken,caution,caution,1
sodium,sodium_biacarbonate,neutral,neutral,1
sodium,sodium_molybdate,neutral,neutral,1
sodium,sodium_erythorvate,neutral,neutral,1
sodium,sodium_phrochosphate,neutral,neutral,1
sodium,menadione_sodium_bifulfite_complex,caution,caution,1
sodium,sodium_selemite,neutral,neutral,1
sodium,menadione_sodium_bisulfite_complex._4___yellowfin_tuna,caution,caution,1
sodium,sodium_bentonite,neutral,neutral,1
sodium,folic_acid_menadione_sodium_bisulfite_complex,caution,caution,1
sole,sole,neutral,neutral,12
sorbate,sorbate,neutral,neutral,1
sorbic_&,sorbic_&_citric_acids,neutral,neutral,4
sorbic_acid,sorbic_acid,neutral,neutral,99
sorbitol_0.5%,sorbitol_0.5%,neutral,neutral,1
sorbitol_fructose,sorbitol_fructose,caution,caution,1
sorghum_flour,sorghum_flour,neutral,neutral,1
sorghum_milo,sorghum_milo,neutral,neutral,1
southern_blue,southern_blue_whiting,neutral,neutral,2
soy_flakes,soy_flakes,caution,caution,2
soy_flour,soy_flour,caution,caution,341
soy_free,soy_free,caution,caution,2
soy_grits,soy_grits,caution,caution,29
soy_protein,soy_protein,caution,caution,171
soy_protein,soy_protein_isolotate,caution,caution,1
soya_bean,soya_bean_oil,neutral,neutral,1
soybean,soybean,caution,caution,3
soybean_flour,soybean_flour,caution,caution,2
soybean_germ,soybean_germ_meal,caution,caution,2
soybean_hulls,soybean_hulls,caution,caution,26
soybean_mill,soybean_mill_run,caution,caution,6
soybean_powder,soybean_powder,caution,caution,2
soybean_protein,soybean_protein,caution,caution,2
soybeanoil,soybeanoil,caution,caution,1
spearmint,spearmint,neutral,neutral,25
spearmint_extract,spearmint_extract,neutral,neutral,109
spearmint_oil,spearmint_oil,neutral,neutral,1
spelt,spelt,neutral,neutral,12
spelt_flour,spelt_flour,neutral,neutral,11
spices,spices,neutral,neutral,2
spinach_chicken,spinach_chicken,neutral,caution,4
spinach_flakes,spinach_flakes,neutral,caution,1
spirulina_powder,spirulina_powder,neutral,neutral,2
split_peas,split_peas,neutral,neutral,12
spray_dried,spray_dried_animal_blood_cells,caution,caution,18
spray_dried,spray_dried_porcine_plasma,neutral,neutral,11
spray_dried,spray_dried_pork_liver,neutral,neutral,8
spray_dried,spray_dried_chicken_liver,neutral,neutral,3
spray_dried,spray_dried_liver_powder,neutral,neutral,3
spray_dried,spray_dried_chicken_powder,neutral,neutral,2
spray_dried,spray_dried_egg_product,neutral,neutral,1
spray_dried,spray_dried_beef_blood_cells,neutral,neutral,1
spray_dried,spray_dried_animal_plasma,neutral,neutral,1
spray_dried,spray_dried_casein,neutral,neutral,1
spray_dried,spray_dried_chicken,neutral,neutral,1
sprouted_oats,sprouted_oats,neutral,neutral,1
sprouted_quinoa,sprouted_quinoa,neutral,neutral,2
squash,squash,neutral,neutral,49
squid,squid,neutral,neutral,1
stabilized_rice,stabilized_rice_bran,neutral,neutral,4
starch,starch,neutral,neutral,2
steamed_bone,steamed_bone_meal,neutral,neutral,14
strawberries,strawberries,neutral,neutral,2
strawberry,strawberry,neutral,neutral,7
strawberry_flavor,strawberry_flavor,neutral,neutral,1
strawberry_powder,strawberry_powder,neutral,neutral,2
streptococcus_faecium,streptococcus_faecium_fermentation_product,neutral,neutral,1
succulent_chicken,succulent_chicken_69_calories_per_can,neutral,neutral,1
such_as,such_as,neutral,neutral,1
sucrose,sucrose,caution,caution,8
sulfate,sulfate,neutral,neutral,3
sun_cured,sun_cured_alfalfa,neutral,neutral,9
sun_cured,sun_cured_ground_miscanthus_grass,neutral,neutral,1
sun_dried,sun_dried_miscanthus_grass,neutral,neutral,1
suncured_alfalfa,suncured_alfalfa_meal,neutral,neutral,65
suncured_alfalfa,suncured_alfalfa,neutral,neutral,9
sunflower_chips,sunflower_chips,neutral,neutral,2
sunflower_lecithin,sunflower_lecithin,neutral,neutral,34
sunflower_meal*,sunflower_meal*,neutral,neutral,14
sunflower_oil,sunflower_oil_2.5%,neutral,neutral,9
sunflower_see,sunflower_see_oil,neutral,neutral,1
sunflower_seed,sunflower_seed_oil,neutral,neutral,205
sunflower_seed,sunflower_seed,neutral,neutral,2
sunflower_seed,sunflower_seed_meal,neutral,neutral,1
sunflower_seeds,sunflower_seeds,neutral,neutral,16
supplement,supplement,neutral,neutral,6
sweet_basil,sweet_basil,neutral,neutral,8
sweet_lupin,sweet_lupin_meal,neutral,neutral,1
sweet_orange,sweet_orange,neutral,neutral,19
sweet_poataoes,sweet_poataoes,neutral,neutral,1
sweet_potato,sweet_potato_flour,neutral,neutral,13
sweet_potato,sweet_potato_powder,neutral,neutral,4
sweet_potato,sweet_potato_&_pumpkin_kabob_dog_treats,neutral,neutral,3
sweet_potato,sweet_potato_&_natural_smoke_flavor,neutral,neutral,1
sweet_potato,sweet_potato_starch,neutral,neutral,1
swiss_cheese,swiss_cheese_powder,neutral,neutral,2
tannic_acid,tannic_acid,neutral,neutral,5
tapioc_starch,tapioc_starch,neutral,neutral,1
tapioca,tapioca,neutral,neutral,241
tapioca_flour,tapioca_flour,neutral,neutral,20
tapioca_powder,tapioca_powder,neutral,neutral,1
tapioca_sarch,tapioca_sarch,neutral,neutral,2
tapioca_starch,tapioca_starch_modified,neutral,caution,12
tapioca_starch,tapioca_starch_1.5%,neutral,caution,9
tapioca_syrup,tapioca_syrup,neutral,neutral,8
tapoica_starch,tapoica_starch,neutral,neutral,1
tart_cherries,tart_cherries,neutral,neutral,8
tart_cherry,tart_cherry,neutral,neutral,3
taurine,taurine_0.1%,good,good,9
taurine,and_they_feature_dha_and_taurine_to_promote_vision,neutral,neutral,3
taurine,red_3_taurine,danger,danger,1
taurine,carrageenan_taurine,caution,caution,1
taurine,taurine_and_vitamin_supplements,good,good,1
taurine._**chicken,taurine._**chicken_morsels_recipe:**_chicken,good,good,1
taurine._**chicken,taurine._**chicken_sliced_recipe:**_chicken,good,good,1
taurine._**turkey,taurine._**turkey_&_salmon_pate_recipe:**_turkey,good,good,1
tbone_steak,tbone_steak_flavor,neutral,neutral,3
tea,tea,neutral,neutral,5
tea_extract,tea_extract,neutral,neutral,6
technical_pork,technical_pork_gelatin,neutral,neutral,5
teeth,teeth,neutral,neutral,1
teff,teff,neutral,neutral,1
tender_chicken,tender_chicken,neutral,neutral,2
tender_pate,tender_pate_with_chicken,neutral,neutral,1
tender_turkey,tender_turkey,neutral,neutral,1
tetrasodium_pyrophosphate,tetrasodium_pyrophosphate,neutral,neutral,47
textured_soy,textured_soy_protein,caution,caution,2
textured_soy,textured_soy_protein_product,caution,caution,1
thaimine,thaimine_mononitrate,neutral,neutral,4
the_ingredients,the_ingredients_are_chicken,neutral,neutral,1
the_ingredients,the_ingredients_are_beef_hide,neutral,neutral,1
the_ingredients,the_ingredients_are_beef_liver,neutral,neutral,1
the_ingredients,the_ingredients_in_these_treats_are_pig_skin,neutral,neutral,1
the_ingredients,the_ingredients_for_this_formula_are_chicken_broth,neutral,neutral,1
these_bully,these_bully_sticks_are_rawhide_free,neutral,neutral,1
these_treats,these_treats_contain_no_added_preservatives,neutral,neutral,1
these_treats,these_treats_are_grain_free,neutral,neutral,1
these_treats,these_treats_feature_lamb_liver,neutral,neutral,1
they_contain,they_contain_no_chicken,neutral,neutral,2
thiaimine,thiaimine_hydrochloride,neutral,neutral,1
thiamine,thiamin_mononitrate,neutral,neutral,10
thiamine,thiamine,neutral,neutral,4
thiamine,thiamine_mononitrate_vitamin_b1),neutral,neutral,4
thiamine,thiamine_nitrate,neutral,neutral,3
thiamine,thiamine_hydrocholoride,neutral,neutral,3
thiamine,thiamine_momomitrate,neutral,neutral,1
thiamine,thiamine_mononitrate_turkey,neutral,neutral,1
thiamine,thiamine_mononitrate_vitamin_b1_dcalcium_pantothenate,neutral,neutral,1
thiaminemononitrate,thiaminemononitrate,neutral,neutral,2
this_product,this_product_stands_behind_its_brand_quality_ingredients,neutral,neutral,1
threadfin_bream,threadfin_bream,neutral,neutral,2
threonine,threonine,neutral,neutral,13
